employee_id,employee_name,email,phone,hire_date,job_title,warehouse_id,tenure_years
253,Jung Judy,JungJudy@gmail.com,17427314458,2011-01-10 00:00:00,Sales Representative,6,8.0
254,Kampew Donysha,KampewDonysha@gmail.com,9635425800800,2011-11-07 00:00:00,Sales Representative,6,7.2
255,Keatts Kramer,KeattsKramer@gmail.com,9634476940232,2013-09-30 00:00:00,Sales Representative,6,5.3
256,Khemmich Bartholemew,KhemmichBartholemew@gmail.com,9631436179340,2013-08-19 00:00:00,Sales Representative,6,5.4
257,King Janet,KingJanet@gmail.com,9637343530817,2012-07-02 00:00:00,Sales Representative,6,6.5
258,Kinsella Kathleen,KinsellaKathleen@gmail.com,9630857457237,2011-09-26 00:00:00,Sales Representative,6,7.3
259,Kirill Alexandra,KirillAlexandra@gmail.com,9633277064363,2011-09-26 00:00:00,Sales Representative,6,7.3
260,Knapp Bradley,KnappBradley@gmail.com,9635985726999,2014-02-17 00:00:00,Sales Representative,6,4.9
261,Kretschmer John,KretschmerJohn@gmail.com,9632958718803,2011-01-10 00:00:00,Sales Representative,6,8.0
262,Kreuger Freddy,KreugerFreddy@gmail.com,9635037151581,2011-03-07 00:00:00,Sales Representative,6,7.8
263,Lajiri Jyoti,LajiriJyoti@gmail.com,9637790876786,2014-11-10 00:00:00,Sales Representative,6,4.1
264,Landa Hans,LandaHans@gmail.com,9630514718356,2011-01-10 00:00:00,Sales Representative,6,8.0
265,Langford Lindsey,LangfordLindsey@gmail.com,9630035886046,2013-01-07 00:00:00,Sales Representative,6,6.0
266,Langton Enrico,LangtonEnrico@gmail.com,913552947,2012-07-09 00:00:00,Sales Representative,6,6.5
267,LaRotonda William,LaRotondaWilliam@gmail.com,34598372012,2014-01-06 00:00:00,Sales Representative,6,5.0
268,Latif Mohammed,LatifMohammed@gmail.com,34283949223,2012-04-02 00:00:00,Sales Representative,7,6.8
269,Le Binh,LeBinh@gmail.com,34168776319,2016-10-02 00:00:00,Sales Representative,7,2.2
270,Leach Dallas,LeachDallas@gmail.com,34772506263,2011-09-26 00:00:00,Sales Representative,7,7.3
271,LeBlanc Brandon,LeBlancBrandon@gmail.com,34939019986,2016-01-05 00:00:00,Sales Representative,7,3.0
272,Lecter Hannibal,LecterHannibal@gmail.com,34524504044,2012-05-14 00:00:00,Sales Representative,7,6.6
273,Leruth Giovanni,LeruthGiovanni@gmail.com,34880872504,2012-04-30 00:00:00,Sales Representative,7,6.7
274,Liebig Ketsia,LiebigKetsia@gmail.com,34727983724,2013-09-30 00:00:00,Sales Representative,7,5.3
275,Linares Marilyn,LinaresMarilyn@gmail.com,34179213148,2011-07-05 00:00:00,Sales Representative,7,7.5
276,Linden Mathew,LindenMathew@gmail.com,34319291943,2013-07-08 00:00:00,Sales Representative,7,5.5
277,Lindsay Leonara,LindsayLeonara@gmail.com,34802503805,2011-01-21 00:00:00,Shipping Clerk,7,7.9
278,Lundy Susan,LundySusan@gmail.com,34164839357,2013-07-08 00:00:00,Shipping Clerk,7,5.5
279,Lunquist Lisa,LunquistLisa@gmail.com,461868135,2013-08-19 00:00:00,Shipping Clerk,7,5.4
280,Lydon Allison,LydonAllison@gmail.com,34064019817,2015-02-16 00:00:00,Shipping Clerk,7,3.9
281,Lynch Lindsay,LynchLindsay@gmail.com,34984281863,2011-11-07 00:00:00,Shipping Clerk,7,7.2
282,MacLennan Samuel,MacLennanSamuel@gmail.com,34180057504,2012-09-24 00:00:00,Shipping Clerk,7,6.3
283,Mahoney Lauren,MahoneyLauren@gmail.com,34316580179,2014-01-06 00:00:00,Shipping Clerk,7,5.0
284,Manchester Robyn,ManchesterRobyn@gmail.com,34493253248,2016-05-11 00:00:00,Shipping Clerk,7,2.6
285,Mancuso Karen,MancusoKaren@gmail.com,34558645739,2011-07-05 00:00:00,Shipping Clerk,7,7.5
286,Mangal Debbie,MangalDebbie@gmail.com,34542953201,2013-11-11 00:00:00,Shipping Clerk,7,5.1
287,Martin Sandra,MartinSandra@gmail.com,34777040027,2013-11-11 00:00:00,Shipping Clerk,7,5.1
288,Maurice Shana,MauriceShana@gmail.com,885642496,2011-05-31 00:00:00,Shipping Clerk,7,7.6
289,Carthy B'rigit,CarthyB@gmail.com'rigit,610157931,2015-03-30 00:00:00,Shipping Clerk,7,3.8
290,Mckenna Sandy,MckennaSandy@gmail.com,34006756823,2013-01-07 00:00:00,Shipping Clerk,7,6.0
291,McKinzie Jac,McKinzieJac@gmail.com,34656383561,2016-07-06 00:00:00,Shipping Clerk,7,2.5
292,Meads Elizabeth,MeadsElizabeth@gmail.com,34259753268,2012-04-02 00:00:00,Shipping Clerk,7,6.8
293,Medeiros Jennifer,MedeirosJennifer@gmail.com,34783149747,2015-03-30 00:00:00,Shipping Clerk,7,3.8
294,Miller Brannon,MillerBrannon@gmail.com,34745587733,2012-08-16 00:00:00,Shipping Clerk,7,6.4
295,Miller Ned,MillerNed@gmail.com,539663075,2011-08-15 00:00:00,Shipping Clerk,7,7.4
296,Monkfish Erasumus,MonkfishErasumus@gmail.com,551019688,2011-11-07 00:00:00,Shipping Clerk,7,7.2
297,Monroe Peter,MonroePeter@gmail.com,795418559,2012-02-15 00:00:00,Stock Clerk,7,6.9
298,Monterro Luisa,MonterroLuisa@gmail.com,990971041,2013-05-13 00:00:00,Stock Clerk,7,5.6
299,Moran Patrick,MoranPatrick@gmail.com,715589434,2012-01-09 00:00:00,Stock Clerk,7,7.0
300,Morway Tanya,MorwayTanya@gmail.com,444227859,2015-02-16 00:00:00,Stock Clerk,7,3.9
301,Motlagh  Dawn,Motlagh@gmail.com Dawn,783962355,2013-04-01 00:00:00,Stock Clerk,7,5.8
302,Moumanil Maliki,MoumanilMaliki@gmail.com,416978356,2013-05-13 00:00:00,Stock Clerk,7,5.6
303,Myers Michael,MyersMichael@gmail.com,18564905,2013-07-08 00:00:00,Stock Clerk,7,5.5
304,Navathe Kurt,NavatheKurt@gmail.com,352558782,2017-02-10 00:00:00,Stock Clerk,7,1.9
305,Ndzi Colombui,NdziColombui@gmail.com,540200580,2011-09-26 00:00:00,Stock Clerk,7,7.3
306,Ndzi Horia,NdziHoria@gmail.com,760698629,2013-04-01 00:00:00,Stock Clerk,7,5.8
307,Newman Richard,NewmanRichard@gmail.com,851644129,2014-05-12 00:00:00,Stock Clerk,7,4.6
308,Ngodup Shari,NgodupShari@gmail.com,383775576,2013-04-01 00:00:00,Stock Clerk,7,5.8
309,Nguyen Dheepa,NguyenDheepa@gmail.com,34672749853,2013-07-08 00:00:00,Stock Clerk,7,5.5
310,Nguyen Lei-Ming,NguyenLei@gmail.com-Ming,34741476112,2013-07-08 00:00:00,Stock Clerk,7,5.5
311,Nowlan Kristie,NowlanKristie@gmail.com,430936754,2014-11-10 00:00:00,Stock Clerk,7,4.1
312,Ohare Lynn,O@gmail.com'harLynn,94008926,2014-03-31 00:00:00,Stock Clerk,7,4.8
313,Oliver Brooke,OliverBrooke@gmail.com,663293070,2012-05-14 00:00:00,Stock Clerk,8,6.6
314,Onque Jasmine,OnqueJasmine@gmail.com,160274046,2013-09-30 00:00:00,Stock Clerk,8,5.3
315,Osturnka Adeel,OsturnkaAdeel@gmail.com,3485261606,2013-09-30 00:00:00,Stock Clerk,8,5.3
316,Owad Clinton,OwadClinton@gmail.com,68829417,2014-02-17 00:00:00,Stock Clerk,8,4.9
317,Ozark Travis,OzarkTravis@gmail.com,68811771,2015-01-05 00:00:00,Stock Manager,8,4.0
318,Panjwani Nina,PanjwaniNina@gmail.com,68858795,2011-02-07 00:00:00,Stock Manager,8,7.9
319,Patronick Lucas,PatronickLucas@gmail.com,68875372,2011-11-07 00:00:00,Stock Manager,8,7.2
320,Pearson Randall,PearsonRandall@gmail.com,68884316,2014-12-01 00:00:00,Stock Manager,8,4.1
321,Smith Martin,SmithMartin@gmail.com,68813375,2011-01-10 00:00:00,Stock Manager,8,8.0
322,Pelletier Ermine,PelletierErmine@gmail.com,68858637,2011-07-05 00:00:00,Public Accountant,8,7.5
323,Perry Shakira,PerryShakira@gmail.com,68805045,2011-05-16 00:00:00,Accounting Manager,8,7.6
324,Peters Lauren,PetersLauren@gmail.com,68880110,2011-05-16 00:00:00,Administration Assistant,8,7.6
325,Peterson Ebonee,PetersonEbonee@gmail.com,68857691,2010-10-25 00:00:00,President,8,8.2
326,Petingill Shana,PetingillShana@gmail.com,68825445,2012-04-02 00:00:00,Administration Vice President,8,6.8
327,Petrowsky Thelma,PetrowskyThelma@gmail.com,68849795,2014-11-10 00:00:00,Administration Vice President,8,4.1
328,Pham Hong,PhamHong@gmail.com,68813797,2011-07-05 00:00:00,Accountant,8,7.5
329,Pitt Brad,PittBrad@gmail.com,68834959,2007-11-05 00:00:00,Accountant,8,11.2
330,Potts Xana,PottsXana@gmail.com,68885393,2012-01-09 00:00:00,Accountant,8,7.0
331,Power Morissa,PowerMorissa@gmail.com,68847336,2011-05-16 00:00:00,Accountant,8,7.6
332,Punjabhi Louis,PunjabhiLouis@gmail.com,68838334,2014-01-06 00:00:00,Accountant,8,5.0
333,Purinton Janine,PurintonJanine@gmail.com,68858297,2012-09-24 00:00:00,Finance Manager,8,6.3
334,Quinn Sean,QuinnSean@gmail.com,19532846966,2011-02-21 00:00:00,Human Resources Representative,8,7.9
335,Rachael Maggie,RachaelMaggie@gmail.com,11594484231,2016-10-02 00:00:00,Programmer,8,2.2
336,Rarrick Quinn,RarrickQuinn@gmail.com,18184600733,2011-09-26 00:00:00,Programmer,8,7.3
337,Ren Kylo,RenKylo@gmail.com,16334387490,2014-05-12 00:00:00,Programmer,8,4.6
338,Rhoads Thomas,RhoadsThomas@gmail.com,11391279729,2011-05-16 00:00:00,Programmer,8,7.6
339,Rivera Haley,RiveraHaley@gmail.com,12700933298,2011-11-28 00:00:00,Programmer,8,7.1
340,Roberson May,RobersonMay@gmail.com,16928570416,2011-09-26 00:00:00,Marketing Manager,8,7.3
341,Robertson Peter,RobertsonPeter@gmail.com,18288883894,2011-07-05 00:00:00,Marketing Representative,8,7.5
342,Robinson Alain,RobinsonAlain@gmail.com,1259840972,2011-01-10 00:00:00,Public Relations Representative,8,8.0
343,Robinson Cherly,RobinsonCherly@gmail.com,16506042484,2011-01-10 00:00:00,Purchasing Clerk,8,8.0
344,Robinson Elias,RobinsonElias@gmail.com,1079987280,2013-07-08 00:00:00,Purchasing Clerk,8,5.5
345,Roby Lori,RobyLori@gmail.com,1017678451,2015-02-16 00:00:00,Purchasing Clerk,8,3.9
346,Roehrich Bianca,RoehrichBianca@gmail.com,16631138979,2015-01-05 00:00:00,Purchasing Clerk,8,4.0
347,Roper Katie,RoperKatie@gmail.com,10767887264,2017-01-07 00:00:00,Purchasing Clerk,8,2.0
348,Rose Ashley,RoseAshley@gmail.com,18700148290,2014-01-06 00:00:00,Purchasing Manager,8,5.0
349,Rossetti Bruno,RossettiBruno@gmail.com,15622391705,2011-04-04 00:00:00,Sales Manager,8,7.7
350,RoupSimon,RoupSimo@gmail.com,10850824314,2013-01-20 00:00:00,Sales Manager,8,5.9
351,Ruiz Ricardo,RuizRicardo@gmail.com,16298665789,2012-01-09 00:00:00,Sales Manager,8,7.0
352,Saada Adell,SaadaAdell@gmail.com,14854153112,2012-11-05 00:00:00,Sales Manager,8,6.2
353,"SaarBeckles, Melinda",Saar@gmail.com-BeckleMelinda,14114726033,2016-07-04 00:00:00,Sales Manager,8,2.5
354,Sadki Nore,SadkiNore@gmail.com,11682416036,2009-01-05 00:00:00,Sales Representative,8,10.0
355,Sahoo Adil,SahooAdil@gmail.com,1582707843,2010-08-30 00:00:00,Sales Representative,8,8.3
356,Salter Jason,SalterJason@gmail.com,19128517329,2015-01-05 00:00:00,Sales Representative,8,4.0
357,Sander Kamrin,SanderKamrin@gmail.com,19182817745,2014-09-29 00:00:00,Sales Representative,8,4.3
358,Sewkumar Nori,SewkumarNori@gmail.com,19163076932,2013-09-30 00:00:00,Sales Representative,9,5.3
359,Shepard Anita,ShepardAnita@gmail.com,15656026968,2014-09-30 00:00:00,Sales Representative,9,4.3
360,Shields Seffi,ShieldsSeffi@gmail.com,11080310872,2013-08-19 00:00:00,Sales Representative,9,5.4
361,Simard Kramer,SimardKramer@gmail.com,10708353453,2015-01-05 00:00:00,Sales Representative,9,4.0
362,Singh Nan,SinghNan@gmail.com,13423460424,2015-05-01 00:00:00,Sales Representative,9,3.7
363,Sloan Constance,SloanConstance@gmail.com,68868023,2009-10-26 00:00:00,Sales Representative,9,9.2
364,Smith Joe,SmithJoe@gmail.com,68899428,2014-09-29 00:00:00,Sales Representative,9,4.3
365,Smith John,SmithJohn@gmail.com,68821332,2014-05-18 00:00:00,Sales Representative,9,4.6
366,Smith Leigh Ann,SmithLeigh@gmail.com Ann,68850748,2011-09-26 00:00:00,Sales Representative,9,7.3
367,Smith Sade,SmithSade@gmail.com,68884302,2013-11-11 00:00:00,Sales Representative,9,5.1
368,Soto Julia,SotoJulia@gmail.com,68859603,2011-06-10 00:00:00,Sales Representative,9,7.6
369,Soze Keyser,SozeKeyser@gmail.com,68818105,2016-06-30 00:00:00,Sales Representative,9,2.5
370,Sparks Taylor,SparksTaylor@gmail.com,68806262,2012-02-20 00:00:00,Sales Representative,9,6.9
371,Spirea Kelley,SpireaKelley@gmail.com,68812337,2012-10-02 00:00:00,Sales Representative,9,6.2
372,Squatrito Kristen,SquatritoKristen@gmail.com,68856195,2013-05-13 00:00:00,Sales Representative,9,5.6
373,StanfordBarbara,StanfordBarbar@gmail.com,68824657,2011-01-10 00:00:00,Sales Representative,9,8.0
374,Stansfield Norman,StansfieldNorman@gmail.com,68814336,2014-05-12 00:00:00,Sales Representative,9,4.6
375,Steans Tyrone,SteansTyrone@gmail.com,68859812,2014-09-29 00:00:00,Sales Representative,9,4.3
376,Stoica Rick,StoicaRick@gmail.com,68847192,2014-02-17 00:00:00,Sales Representative,9,4.9
377,Strong Caitrin,StrongCaitrin@gmail.com,68872343,2010-09-27 00:00:00,Sales Representative,9,8.3
378,Sullivan Kissy,SullivanKissy@gmail.com,68881765,2009-01-08 00:00:00,Sales Representative,9,10.0
379,Sullivan Timothy,SullivanTimothy@gmail.com,68827466,2015-01-05 00:00:00,Sales Representative,9,4.0
380,Sutwell Barbara,SutwellBarbara@gmail.com,68803253,2012-05-14 00:00:00,Sales Representative,9,6.6
381,Szabo Andrew,SzaboAndrew@gmail.com,68861306,2014-07-07 00:00:00,Sales Representative,9,4.5
382,Tannen Biff,TannenBiff@gmail.com,68891860,2017-04-20 00:00:00,Sales Representative,9,1.7
383,Tavares Desiree,TavaresDesiree@gmail.com,68827036,2009-04-27 00:00:00,Sales Representative,9,9.7
384,Tejeda Lenora,TejedaLenora@gmail.com,68896261,2011-05-16 00:00:00,Shipping Clerk,9,7.6
385,Terry Sharlene,TerrySharlene@gmail.com,68825086,2014-09-29 00:00:00,Shipping Clerk,9,4.3
386,Theamstern Sophia,TheamsternSophia@gmail.com,68809651,2011-07-05 00:00:00,Shipping Clerk,9,7.5
387,Thibaud Kenneth,ThibaudKenneth@gmail.com,68820668,2007-06-25 00:00:00,Shipping Clerk,9,11.5
388,Tippett Jeanette,TippettJeanette@gmail.com,68888019,2013-02-18 00:00:00,Shipping Clerk,9,5.9
389,Torrence Jack,TorrenceJack@gmail.com,68831329,2006-01-09 00:00:00,Shipping Clerk,9,13.0
390,Trang Mei,TrangMei@gmail.com,68876700,2014-02-17 00:00:00,Shipping Clerk,9,4.9
391,Tredinnick Neville,TredinnickNeville@gmail.com,68839797,2015-01-05 00:00:00,Stock Clerk,9,4.0
392,True Edward,TrueEdward@gmail.com,68876484,2013-02-18 00:00:00,Stock Clerk,9,5.9
393,Trzeciak Cybil,TrzeciakCybil@gmail.com,68847386,2011-01-10 00:00:00,Stock Clerk,9,8.0
394,Turpin Jumil,TurpinJumil@gmail.com,68881172,2015-03-30 00:00:00,Stock Clerk,9,3.8
395,ValentinJackie,ValentinJacki@gmail.com,9800121244,2011-07-05 00:00:00,Stock Clerk,9,7.5
396,Veera Abdellah,VeeraAbdellah@gmail.com,8788092231,2012-08-13 00:00:00,Stock Clerk,9,6.4
397,Vega Vincent,VegaVincent@gmail.com,6700989921,2011-08-01 00:00:00,Stock Manager,9,7.4
398,Villanueva Noah,VillanuevaNoah@gmail.com,7890991231,2008-09-11 00:00:00,Stock Manager,9,10.3
399,Zima Colleen,ZimaColleen@gmail.com,8690991436,2010-02-02 00:00:00,Stock Manager,9,8.9
400,Volk Colleen,VolkCollen@gmail.com,9426826971,2000-05-15 00:00:00,Stock Manager,9,18.6
